date,open,high,low,close,volume
2013.02.01,1.35758,1.37093,1.35718,1.3639,58660
2013.02.04,1.36498,1.36579,1.3504,1.35121,55058
2013.02.05,1.35122,1.3596,1.34572,1.35816,65009
2013.02.06,1.35817,1.35947,1.34921,1.35209,61340
2013.02.07,1.3521,1.3576,1.33692,1.33962,66102
2013.02.08,1.33958,1.34278,1.33522,1.33634,54659
2013.02.11,1.33675,1.3426,1.33558,1.3404,52063
2013.02.12,1.34048,1.34741,1.33627,1.3454,53434
2013.02.13,1.34542,1.35185,1.34249,1.34499,49778
2013.02.14,1.345,1.34543,1.33136,1.33612,49606
2013.02.15,1.33611,1.33919,1.3305,1.33603,52674
2013.02.18,1.33474,1.33778,1.33201,1.33497,39800
2013.02.19,1.33498,1.33945,1.33275,1.3387,47810
2013.02.20,1.33871,1.34325,1.32698,1.32825,56131
2013.02.21,1.3283,1.32888,1.31599,1.31886,62556
2013.02.22,1.31885,1.3244,1.3144,1.31903,53519
2013.02.25,1.3215,1.33173,1.30466,1.30607,77669
2013.02.26,1.30606,1.3121,1.30169,1.30601,78763
2013.02.27,1.30602,1.31455,1.30401,1.31374,68282
2013.02.28,1.31353,1.31603,1.30518,1.30552,56697
2013.03.01,1.30553,1.30997,1.29653,1.30229,58926
2013.03.04,1.30117,1.30297,1.29809,1.30244,46747
2013.03.05,1.30243,1.30737,1.30089,1.30497,46663
2013.03.06,1.30496,1.30691,1.29635,1.2965,44738
2013.03.07,1.29651,1.3117,1.29641,1.31057,56032
2013.03.08,1.31056,1.31329,1.29537,1.30016,52608
2013.03.11,1.29941,1.30522,1.2978,1.30445,41842
2013.03.12,1.30444,1.3073,1.29898,1.3027,49472
2013.03.13,1.30273,1.30634,1.2922,1.29589,47316
2013.03.14,1.29593,1.30305,1.291,1.30011,48743
2013.03.15,1.3001,1.31056,1.29981,1.30741,45832
2013.03.18,1.29107,1.29938,1.28806,1.29569,71407
2013.03.19,1.2957,1.29683,1.28425,1.28651,58969
2013.03.20,1.28652,1.29769,1.28554,1.29414,56437
2013.03.21,1.29413,1.29539,1.28784,1.28933,60125
2013.03.22,1.28935,1.30087,1.28868,1.29877,50677
2013.03.24,1.29661,1.29713,1.29602,1.29605,453
2013.03.25,1.29609,1.30468,1.28285,1.28474,72237
2013.03.26,1.28477,1.28883,1.28269,1.28554,56540
2013.03.27,1.28555,1.28655,1.27497,1.27767,57146
2013.03.28,1.2777,1.28423,1.27539,1.28135,51187
2013.03.29,1.28134,1.28354,1.27919,1.28167,20983
2013.04.01,1.28044,1.28664,1.27699,1.28475,27729
2013.04.02,1.28472,1.28763,1.28076,1.28185,47021
2013.04.03,1.28184,1.2863,1.27885,1.28482,45166
2013.04.04,1.2848,1.29474,1.27448,1.29343,61342
2013.04.05,1.2934,1.30382,1.28993,1.29907,58194
2013.04.08,1.29722,1.30363,1.29671,1.30073,51200
2013.04.09,1.30071,1.31017,1.30037,1.30809,54821
2013.04.10,1.30808,1.31204,1.30512,1.30683,39265
2013.04.11,1.30684,1.31368,1.30424,1.30986,48432
2013.04.12,1.30985,1.3125,1.30355,1.31095,52861
2013.04.15,1.31141,1.31141,1.30204,1.30334,64330
2013.04.16,1.30338,1.32001,1.30268,1.31752,70635
2013.04.17,1.31753,1.31981,1.30002,1.30312,69211
2013.04.18,1.30305,1.30947,1.30197,1.305,60490
2013.04.19,1.30499,1.3127,1.30445,1.305,54234
2013.04.22,1.30763,1.30823,1.30138,1.30649,44934
2013.04.23,1.30648,1.30824,1.29715,1.29952,58010
2013.04.24,1.29957,1.30325,1.29538,1.30145,52098
2013.04.25,1.30144,1.30919,1.29875,1.30101,52842
2013.04.26,1.30102,1.30461,1.29892,1.30277,53495
2013.04.29,1.30478,1.31148,1.30305,1.30973,42405
2013.04.30,1.30974,1.31843,1.3053,1.31661,45894
2013.05.01,1.31662,1.32411,1.31591,1.31788,40067
2013.05.02,1.31783,1.32168,1.3036,1.30638,47336
2013.05.03,1.30642,1.31576,1.30324,1.31133,40384
2013.05.06,1.31217,1.31393,1.30524,1.30749,29692
2013.05.07,1.3075,1.31304,1.30666,1.30774,36949
2013.05.08,1.30776,1.31929,1.30705,1.3151,46551
2013.05.09,1.31511,1.31757,1.30094,1.30412,48882
2013.05.10,1.30415,1.30493,1.29341,1.29895,62693
2013.05.13,1.29686,1.2998,1.29401,1.29737,50887
2013.05.14,1.29738,1.30274,1.29115,1.29191,63256
2013.05.15,1.29192,1.2941,1.28419,1.28843,61771
2013.05.16,1.28846,1.29281,1.28451,1.28809,59385
2013.05.17,1.28808,1.28882,1.27952,1.28365,52857
2013.05.20,1.28411,1.28994,1.28183,1.28808,44094
2013.05.21,1.28811,1.29319,1.28399,1.29047,53317
2013.05.22,1.29048,1.29965,1.28323,1.28572,64080
2013.05.23,1.28566,1.29549,1.28201,1.29314,75163
2013.05.24,1.29318,1.2992,1.2903,1.29306,61698
2013.05.27,1.29343,1.29472,1.29141,1.29297,27595
2013.05.28,1.29271,1.29481,1.28481,1.28512,53057
2013.05.29,1.28516,1.29761,1.28365,1.29391,57595
2013.05.30,1.29398,1.30599,1.29321,1.30468,58295
2013.05.31,1.30477,1.30579,1.2943,1.29975,58613
2013.06.03,1.29924,1.3106,1.29541,1.30752,52340
2013.06.04,1.30753,1.30999,1.30409,1.30795,50382
2013.06.05,1.30794,1.31128,1.30519,1.30916,54989
2013.06.06,1.30915,1.33041,1.30737,1.32443,60157
2013.06.07,1.32445,1.32836,1.31905,1.32169,70384
2013.06.10,1.31904,1.32677,1.31761,1.32557,55864
2013.06.11,1.32556,1.33161,1.32314,1.33122,68913
2013.06.12,1.33123,1.33581,1.32644,1.33356,59026
2013.06.13,1.33354,1.33887,1.32772,1.33731,62359
2013.06.14,1.33734,1.33734,1.32934,1.33431,49903
2013.06.17,1.33469,1.338,1.33171,1.33649,37702
2013.06.18,1.3365,1.34141,1.33245,1.33917,45735
2013.06.19,1.33912,1.34156,1.32609,1.32937,43905
2013.06.20,1.32935,1.33003,1.316,1.32185,63821
2013.06.21,1.32198,1.32527,1.30974,1.31199,55454
2013.06.24,1.30905,1.31426,1.30578,1.31179,55287
2013.06.25,1.31183,1.31492,1.30638,1.30811,48559
2013.06.26,1.30807,1.30857,1.29835,1.30091,45367
2013.06.27,1.30102,1.30556,1.29988,1.30362,44038
2013.06.28,1.30361,1.31016,1.29898,1.30091,46113
2013.07.01,1.30137,1.30653,1.30041,1.30621,36942
2013.07.02,1.30618,1.30766,1.29622,1.29772,41176
2013.07.03,1.29773,1.303,1.29218,1.30075,41493
2013.07.04,1.3008,1.30219,1.28819,1.29122,36046
2013.07.05,1.2912,1.29154,1.28048,1.28285,43771
2013.07.08,1.28101,1.28804,1.28101,1.28692,34522
2013.07.09,1.28666,1.28968,1.27539,1.27794,41355
2013.07.10,1.27793,1.29822,1.27636,1.29745,44636
2013.07.11,1.29731,1.32049,1.29623,1.30911,68913
2013.07.12,1.30938,1.30987,1.29979,1.3066,45723
2013.07.15,1.30761,1.30786,1.2992,1.30608,39387
2013.07.16,1.30604,1.31727,1.30511,1.31611,46121
2013.07.17,1.31608,1.31761,1.30819,1.31239,38814
2013.07.18,1.31238,1.31262,1.30654,1.31078,38365
2013.07.19,1.31075,1.31522,1.3088,1.31413,37332
2013.07.22,1.31375,1.32166,1.31351,1.31841,33492
2013.07.23,1.31842,1.32373,1.31622,1.32212,40342
2013.07.24,1.32221,1.32547,1.31758,1.31991,39149
2013.07.25,1.31988,1.32945,1.31643,1.32759,41809
2013.07.26,1.32763,1.32955,1.32513,1.32774,35463
2013.07.29,1.32848,1.32937,1.32379,1.32609,36682
2013.07.30,1.3261,1.33004,1.32331,1.3261,37798
2013.07.31,1.32611,1.33433,1.32085,1.3301,50005
2013.08.01,1.33009,1.33094,1.31923,1.32058,47404
2013.08.02,1.32061,1.3293,1.3187,1.32755,47443
2013.08.05,1.32815,1.32997,1.32321,1.3257,43340
2013.08.06,1.32569,1.33223,1.32453,1.33034,45963
2013.08.07,1.33031,1.33444,1.32648,1.33343,53445
2013.08.08,1.33342,1.33996,1.33273,1.33792,46593
2013.08.09,1.3379,1.33895,1.33318,1.33397,38159
2013.08.12,1.33192,1.33433,1.32765,1.32985,37414
2013.08.13,1.32984,1.33162,1.32328,1.32607,47534
2013.08.14,1.32607,1.32791,1.32382,1.32535,40210
2013.08.15,1.32536,1.33621,1.3205,1.33444,55050
2013.08.16,1.33443,1.33791,1.33105,1.33256,42868
2013.08.19,1.33336,1.33738,1.33146,1.33327,45230
2013.08.20,1.33328,1.34513,1.33228,1.34158,55446
2013.08.21,1.34159,1.34263,1.33348,1.33528,52585
2013.08.22,1.33524,1.33725,1.32975,1.33545,50421
2013.08.23,1.3355,1.3409,1.33327,1.33811,48208
2013.08.26,1.33837,1.33935,1.3356,1.33655,28685
2013.08.27,1.33657,1.3398,1.33221,1.33908,41448
2013.08.28,1.33904,1.3397,1.33044,1.33384,39294
2013.08.29,1.33384,1.33427,1.32188,1.32387,41563
2013.08.30,1.3239,1.32541,1.31726,1.32206,39919
2013.09.02,1.32127,1.32264,1.31831,1.31893,28446
2013.09.03,1.31898,1.31962,1.3138,1.31678,34884
2013.09.04,1.31684,1.32173,1.31564,1.32054,34117
2013.09.05,1.32046,1.32217,1.311,1.31188,39255
2013.09.06,1.31188,1.31883,1.3104,1.31775,34032
2013.09.09,1.31619,1.32799,1.31616,1.3253,39507
2013.09.10,1.3253,1.32749,1.32295,1.32656,37178
2013.09.11,1.3267,1.33236,1.32431,1.33091,34747
2013.09.12,1.33096,1.33239,1.32559,1.32974,35608
2013.09.13,1.32974,1.33206,1.32533,1.32961,33397
2013.09.16,1.33578,1.33847,1.33292,1.33322,37248
2013.09.17,1.33323,1.33684,1.33245,1.33566,35271
2013.09.18,1.33567,1.35408,1.33374,1.35208,48263
2013.09.19,1.35189,1.35677,1.35001,1.35279,56164
2013.09.20,1.35274,1.35478,1.3497,1.35236,42092
2013.09.23,1.35465,1.3547,1.34787,1.34919,33152
2013.09.24,1.34921,1.3518,1.34637,1.34723,40222
2013.09.25,1.34723,1.35364,1.34614,1.35248,37921
2013.09.26,1.35248,1.35298,1.34716,1.34877,38861
2013.09.27,1.34874,1.35637,1.34736,1.3521,37954
2013.09.30,1.34913,1.3555,1.3477,1.35245,34728
2013.10.01,1.35243,1.3587,1.35162,1.35245,39454
2013.10.02,1.35245,1.36062,1.35043,1.35776,45890
2013.10.03,1.35768,1.36454,1.35768,1.36174,47163
2013.10.04,1.36174,1.36309,1.35379,1.35541,40644
2013.10.07,1.35628,1.35903,1.3542,1.35797,33629
2013.10.08,1.35798,1.36063,1.35567,1.3572,38424
2013.10.09,1.3572,1.36037,1.34852,1.35221,47856
2013.10.10,1.35224,1.35447,1.34869,1.35188,38767
2013.10.11,1.3519,1.35808,1.35173,1.35412,37913
2013.10.14,1.35603,1.35968,1.35441,1.35599,23861
2013.10.15,1.35599,1.35702,1.34787,1.35221,44151
2013.10.16,1.35217,1.35667,1.34722,1.35325,44094
2013.10.17,1.35324,1.3681,1.3515,1.36743,52076
2013.10.18,1.36745,1.3703,1.36585,1.36841,39653
2013.10.21,1.36826,1.36877,1.36503,1.36788,31616
2013.10.22,1.36789,1.37911,1.36617,1.37803,40627
2013.10.23,1.37803,1.37922,1.37408,1.37747,45869
2013.10.24,1.37748,1.38244,1.37638,1.38001,48459
2013.10.25,1.38002,1.38301,1.37737,1.38017,46405
2013.10.27,1.38057,1.38095,1.38041,1.38084,520
2013.10.28,1.38083,1.38168,1.37742,1.37857,35069
2013.10.29,1.37857,1.38123,1.37357,1.37453,51719
2013.10.30,1.37453,1.37842,1.36951,1.37362,52192
2013.10.31,1.37362,1.37379,1.35745,1.35873,61729
2013.11.01,1.35875,1.35886,1.34793,1.34874,53299
2013.11.04,1.34856,1.35235,1.34415,1.35123,42174
2013.11.05,1.35123,1.35215,1.34482,1.34738,51093
2013.11.06,1.34739,1.35466,1.3467,1.35127,46952
2013.11.07,1.35127,1.35279,1.32939,1.34185,72678
2013.11.08,1.34185,1.3437,1.33171,1.33654,61279
2013.11.11,1.33559,1.34154,1.3344,1.34049,34939
2013.11.12,1.3405,1.34553,1.33584,1.34345,53069
2013.11.13,1.34346,1.34948,1.33894,1.34857,52726
2013.11.14,1.34854,1.34967,1.34178,1.34563,51138
2013.11.15,1.34566,1.35044,1.34315,1.34943,40947
2013.11.18,1.34944,1.35408,1.34738,1.35046,43019
2013.11.19,1.35044,1.35463,1.3487,1.35371,50645
2013.11.20,1.35372,1.35759,1.34145,1.34376,61070
2013.11.21,1.34375,1.34856,1.33987,1.34802,60604
2013.11.22,1.34802,1.35562,1.34616,1.35561,44190
2013.11.25,1.35472,1.35593,1.34894,1.35154,42396
2013.11.26,1.35155,1.3574,1.35146,1.35704,47602
2013.11.27,1.3571,1.3612,1.35569,1.35781,51482
2013.11.28,1.35777,1.36174,1.35629,1.36038,36874
2013.11.29,1.36045,1.36208,1.35793,1.35888,49640
2013.12.02,1.35868,1.36149,1.35253,1.35407,52311
2013.12.03,1.354,1.36129,1.35236,1.35858,51548
2013.12.04,1.35859,1.36046,1.35276,1.3592,60907
2013.12.05,1.35926,1.36765,1.35424,1.36659,70686
2013.12.06,1.3666,1.37056,1.36275,1.37037,57293
2013.12.09,1.37131,1.37451,1.36934,1.37371,52927
2013.12.10,1.37373,1.3794,1.37335,1.37592,61351
2013.12.11,1.37592,1.38101,1.37403,1.37852,63062
2013.12.12,1.37852,1.38024,1.3737,1.3752,71868
2013.12.13,1.3752,1.37683,1.37087,1.37395,59016
2013.12.16,1.37271,1.37977,1.37271,1.37598,44676
2013.12.17,1.37599,1.37814,1.37223,1.37668,44945
2013.12.18,1.37669,1.38106,1.36736,1.3683,63660
2013.12.19,1.36829,1.36931,1.36487,1.36599,54026
2013.12.20,1.36598,1.37084,1.36246,1.367,53960
2013.12.23,1.36713,1.3716,1.36664,1.36953,34580
2013.12.24,1.36951,1.37133,1.36542,1.36748,22075
2013.12.26,1.36847,1.37014,1.3679,1.36892,18744
2013.12.27,1.36894,1.38777,1.36863,1.37474,54538
2013.12.30,1.37551,1.38182,1.37278,1.37988,51922
2013.12.31,1.37987,1.38117,1.3759,1.3777,27877
2014.01.02,1.37499,1.37526,1.3629,1.36704,62543
2014.01.03,1.36706,1.36719,1.35815,1.35867,60433
2014.01.06,1.35915,1.36523,1.35707,1.36269,68787
2014.01.07,1.36271,1.36556,1.3596,1.36144,68571
2014.01.08,1.36145,1.36343,1.35526,1.3574,66811
2014.01.09,1.35737,1.36322,1.35477,1.36068,59562
2014.01.10,1.36066,1.36862,1.35732,1.36673,52834
2014.01.13,1.36781,1.3684,1.36367,1.36703,51181
2014.01.14,1.36703,1.36985,1.36483,1.36777,45315
2014.01.15,1.36777,1.368,1.35806,1.36033,46836
2014.01.16,1.36032,1.36486,1.35823,1.36187,47842
2014.01.17,1.36189,1.36203,1.35164,1.35397,53844
2014.01.20,1.35351,1.35672,1.35068,1.35512,37413
2014.01.21,1.35509,1.35679,1.35157,1.35599,57250
2014.01.22,1.35598,1.3583,1.35339,1.35459,55856
2014.01.23,1.35455,1.36975,1.35296,1.36946,79589
2014.01.24,1.36947,1.37386,1.36618,1.36751,71730
2014.01.27,1.36754,1.37158,1.36524,1.3672,50716
2014.01.28,1.3672,1.36877,1.36283,1.3669,43589
2014.01.29,1.36691,1.36838,1.36022,1.36612,64836
2014.01.30,1.36612,1.36645,1.35427,1.35529,58846
2014.01.31,1.35529,1.35723,1.34783,1.34864,57960
2014.02.03,1.34827,1.35347,1.34764,1.35239,44885
2014.02.04,1.35239,1.35379,1.34925,1.35167,36216
2014.02.05,1.35161,1.35544,1.34979,1.3532,47498
2014.02.06,1.35316,1.3618,1.34821,1.35881,45774
2014.02.07,1.3588,1.36421,1.35513,1.36347,43644
2014.02.10,1.36151,1.36505,1.36149,1.36461,26855
2014.02.11,1.36426,1.3682,1.36286,1.36362,43126
2014.02.12,1.36364,1.36518,1.35614,1.35921,41553
2014.02.13,1.35919,1.36906,1.35847,1.36784,37120
2014.02.14,1.36785,1.37139,1.36729,1.3692,33892
2014.02.17,1.37077,1.37234,1.36913,1.37047,22533
2014.02.18,1.37048,1.37693,1.36937,1.37571,35053
2014.02.19,1.3757,1.37724,1.37236,1.37313,33008
2014.02.20,1.37316,1.37617,1.36852,1.37171,42327
2014.02.21,1.37171,1.37577,1.37012,1.37363,30908
2014.02.24,1.37332,1.37703,1.37076,1.37334,30372
2014.02.25,1.37326,1.37662,1.37147,1.37435,30420
2014.02.26,1.3743,1.37563,1.36609,1.36851,31757
2014.02.27,1.36852,1.37259,1.36424,1.37085,42041
2014.02.28,1.37087,1.38237,1.36934,1.37995,52115
2014.03.03,1.37576,1.37918,1.37255,1.37332,34532
2014.03.04,1.37342,1.37806,1.37201,1.3742,31396
2014.03.05,1.37401,1.37485,1.37067,1.37315,38211
2014.03.06,1.37265,1.38721,1.37205,1.38595,45007
2014.03.07,1.3858,1.39142,1.38516,1.38748,38506
2014.03.10,1.38707,1.3897,1.38608,1.38776,27822
2014.03.11,1.38775,1.38779,1.38329,1.38576,26728
2014.03.12,1.38575,1.39135,1.38426,1.39015,38791
2014.03.13,1.39017,1.3966,1.3845,1.38718,51217
2014.03.14,1.38718,1.39366,1.38468,1.39121,47101
2014.03.17,1.39113,1.39468,1.38783,1.39201,31698
2014.03.18,1.39203,1.39415,1.38794,1.39329,29295
2014.03.19,1.39327,1.3933,1.38088,1.38158,31726
2014.03.20,1.3816,1.3844,1.37484,1.3779,46615
2014.03.21,1.37795,1.38099,1.37649,1.37921,32467
2014.03.24,1.37992,1.3875,1.37597,1.38377,36695
2014.03.25,1.38377,1.38462,1.37486,1.38252,48168
2014.03.26,1.38252,1.38269,1.37757,1.37843,43141
2014.03.27,1.37843,1.3796,1.37281,1.37401,48558
2014.03.28,1.37404,1.37722,1.37042,1.37508,37194
2014.03.31,1.37619,1.38071,1.37218,1.37677,35002
2014.04.01,1.37676,1.38146,1.37672,1.37917,38425
2014.04.02,1.37916,1.38196,1.37524,1.37662,35130
2014.04.03,1.37663,1.38054,1.36974,1.3719,48601
2014.04.04,1.37185,1.37304,1.36719,1.37021,45124
2014.04.07,1.36959,1.37478,1.36954,1.37404,23439
2014.04.08,1.37406,1.38108,1.37366,1.37961,29382
2014.04.09,1.3796,1.3861,1.37792,1.3854,30270
2014.04.10,1.38542,1.38983,1.38353,1.38848,30129
2014.04.11,1.38847,1.39048,1.38627,1.38836,28852
2014.04.14,1.38414,1.38622,1.38075,1.38194,29667
2014.04.15,1.38195,1.38325,1.37899,1.38134,27947
2014.04.16,1.38133,1.385,1.3803,1.3814,25909
2014.04.17,1.38139,1.38636,1.38108,1.38122,24631
2014.04.18,1.38123,1.38215,1.38076,1.38121,10105
2014.04.21,1.38132,1.38297,1.37865,1.37919,12997
2014.04.22,1.37918,1.38239,1.37843,1.38042,20824
2014.04.23,1.3804,1.38537,1.37995,1.38154,25618
2014.04.24,1.38152,1.3842,1.37907,1.38305,24557
2014.04.25,1.38306,1.38474,1.38264,1.38327,19567
2014.04.28,1.38448,1.38785,1.3814,1.38501,24301
2014.04.29,1.38497,1.38782,1.38047,1.38109,23507
2014.04.30,1.38107,1.38756,1.37748,1.38661,31285
2014.05.01,1.38661,1.38884,1.38621,1.38684,16647
2014.05.02,1.38682,1.38803,1.38115,1.38709,21708
2014.05.05,1.38834,1.38852,1.38638,1.38739,18264
2014.05.06,1.38739,1.39503,1.38715,1.39264,23165
2014.05.07,1.39262,1.39377,1.39087,1.39087,25636
2014.05.08,1.39087,1.39926,1.38325,1.38389,33177
2014.05.09,1.38388,1.38437,1.3745,1.37573,28246
2014.05.12,1.37515,1.37739,1.37486,1.37563,22768
2014.05.13,1.37559,1.37707,1.36883,1.37022,31007
2014.05.14,1.37022,1.373,1.36972,1.37137,27035
2014.05.15,1.37135,1.37313,1.36478,1.37077,29049
2014.05.16,1.37077,1.37258,1.36847,1.36917,21113
2014.05.19,1.36915,1.37334,1.36915,1.37078,24774
2014.05.20,1.37076,1.37129,1.36774,1.37005,23166
2014.05.21,1.37004,1.37226,1.36341,1.36855,29670
2014.05.22,1.36858,1.36868,1.36445,1.36548,27248
2014.05.23,1.36547,1.36579,1.36149,1.36296,24709
2014.05.26,1.36208,1.36536,1.36124,1.36439,17515
2014.05.27,1.36446,1.36677,1.36118,1.36334,26200
2014.05.28,1.36334,1.36369,1.35878,1.35897,25723
2014.05.29,1.35896,1.36247,1.35853,1.36005,21722
2014.05.30,1.36003,1.36492,1.35977,1.36326,22579
2014.06.02,1.36364,1.36364,1.35875,1.35955,26480
2014.06.03,1.35955,1.36468,1.35865,1.36261,25191
2014.06.04,1.36261,1.36376,1.35958,1.35971,25042
2014.06.05,1.35975,1.3669,1.35023,1.36589,36911
2014.06.06,1.36591,1.36761,1.36202,1.36409,32828
2014.06.09,1.36408,1.36678,1.35818,1.35927,26443
2014.06.10,1.35926,1.3601,1.35327,1.35461,31230
2014.06.11,1.35462,1.35562,1.35208,1.35301,31978
2014.06.12,1.35302,1.35711,1.35116,1.35509,36221
2014.06.13,1.3551,1.35782,1.35202,1.35394,31112
2014.06.16,1.35392,1.35785,1.35123,1.35724,28573
2014.06.17,1.35723,1.35862,1.35356,1.35457,27721
2014.06.18,1.35455,1.35982,1.3541,1.35936,29311
2014.06.19,1.35942,1.36426,1.35834,1.36062,30165
2014.06.20,1.36063,1.36332,1.35635,1.35986,25691
2014.06.23,1.35858,1.36127,1.35733,1.36031,25373
2014.06.24,1.36031,1.36268,1.35826,1.3605,28224
2014.06.25,1.36048,1.36504,1.35997,1.3628,25056
2014.06.26,1.3628,1.36405,1.35751,1.36103,28184
2014.06.27,1.36101,1.36497,1.3608,1.36477,25796
2014.06.30,1.36421,1.36966,1.36395,1.36909,25393
2014.07.01,1.36909,1.36995,1.36748,1.36777,23086
2014.07.02,1.36772,1.36817,1.36419,1.36582,19853
2014.07.03,1.36581,1.36634,1.35954,1.36091,27125
2014.07.04,1.36088,1.36103,1.35847,1.35905,16112
2014.07.07,1.35927,1.36084,1.35751,1.36034,19575
2014.07.08,1.36034,1.36165,1.35873,1.3611,18820
2014.07.09,1.36112,1.36471,1.36016,1.364,23731
2014.07.10,1.36402,1.365,1.35884,1.36075,24946
2014.07.11,1.36075,1.36239,1.35916,1.36044,20387
2014.07.14,1.35976,1.36394,1.35967,1.36175,20664
2014.07.15,1.36174,1.36271,1.35614,1.35666,27798
2014.07.16,1.35663,1.35715,1.35202,1.35232,23796
2014.07.17,1.35231,1.35394,1.35158,1.3524,22973
2014.07.18,1.35239,1.35353,1.34905,1.35205,24780
2014.07.21,1.35251,1.35483,1.35123,1.35214,19733
2014.07.22,1.35213,1.3529,1.34596,1.34644,25423
2014.07.23,1.34644,1.34735,1.34543,1.34624,21790
2014.07.24,1.34625,1.3484,1.34394,1.34624,22354
2014.07.25,1.34629,1.34749,1.3421,1.34274,21445
2014.07.28,1.34296,1.34431,1.34262,1.34379,16741
2014.07.29,1.34377,1.34438,1.34035,1.34078,22063
2014.07.30,1.34075,1.34145,1.33665,1.33951,27606
2014.07.31,1.33949,1.33998,1.33709,1.33894,23582
2014.08.01,1.33897,1.34441,1.33778,1.34268,26302
2014.08.04,1.34297,1.34313,1.34085,1.34206,21837
2014.08.05,1.34208,1.34239,1.33574,1.33748,33948
2014.08.06,1.33751,1.33861,1.33324,1.33814,41666
2014.08.07,1.33811,1.33925,1.33364,1.33622,38665
2014.08.08,1.33621,1.34317,1.33426,1.34089,39978
2014.08.11,1.34052,1.34102,1.33795,1.33838,37865
2014.08.12,1.33821,1.33851,1.33351,1.3368,48977
2014.08.13,1.33669,1.34143,1.33416,1.3363,59285
2014.08.14,1.33629,1.34068,1.33476,1.33636,61957
2014.08.15,1.33634,1.34109,1.33578,1.33972,65100
2014.08.18,1.33895,1.33983,1.3352,1.3362,43223
2014.08.19,1.3362,1.3363,1.33122,1.33185,56837
2014.08.20,1.33184,1.33235,1.32544,1.32581,63121
2014.08.21,1.3258,1.32876,1.3241,1.32798,52449
2014.08.22,1.32798,1.32958,1.32198,1.32397,57617
2014.08.25,1.31919,1.32095,1.3183,1.31908,39542
2014.08.26,1.31904,1.32138,1.31637,1.31663,51374
2014.08.27,1.31662,1.3209,1.31518,1.31914,54760
2014.08.28,1.31913,1.32198,1.31588,1.31806,55442
2014.08.29,1.31805,1.31952,1.31314,1.3132,50792
2014.09.01,1.31272,1.31445,1.31181,1.31273,30656
2014.09.02,1.31271,1.31359,1.31092,1.31318,49410
2014.09.03,1.31318,1.31591,1.31212,1.3149,55898
2014.09.04,1.3149,1.31532,1.29194,1.29423,77881
2014.09.05,1.29423,1.2986,1.2921,1.29522,65074
2014.09.08,1.29534,1.29581,1.28807,1.28934,62886
2014.09.09,1.28931,1.29565,1.28585,1.29362,75665
2014.09.10,1.29354,1.2962,1.28828,1.29155,78543
2014.09.11,1.29153,1.29508,1.28961,1.29219,74391
2014.09.12,1.29202,1.29783,1.29079,1.29615,71659
2014.09.15,1.2971,1.2971,1.29077,1.29385,53304
2014.09.16,1.29391,1.29941,1.29213,1.29581,71273
2014.09.17,1.29579,1.29805,1.28515,1.28641,78941
2014.09.18,1.28614,1.2929,1.28332,1.29216,54772
2014.09.19,1.29213,1.29278,1.2829,1.28292,58163
2014.09.22,1.28292,1.28669,1.28155,1.28484,43215
2014.09.23,1.28455,1.29003,1.28417,1.28452,47204
2014.09.24,1.28451,1.28628,1.27733,1.27789,49077
2014.09.25,1.2779,1.27824,1.26979,1.27494,59312
2014.09.26,1.27487,1.27599,1.2676,1.26807,51264
2014.09.29,1.26783,1.27139,1.26629,1.26839,51626
2014.09.30,1.2684,1.2701,1.25701,1.26291,58630
2014.10.01,1.26294,1.26387,1.25825,1.26209,66126
2014.10.02,1.26195,1.26978,1.26126,1.26672,77509
2014.10.03,1.26672,1.26737,1.24996,1.25146,66741
2014.10.06,1.25105,1.26738,1.25079,1.26538,83747
2014.10.07,1.26522,1.2681,1.25827,1.26678,114263
2014.10.08,1.26669,1.27481,1.26218,1.27321,112230
2014.10.09,1.27326,1.27904,1.26633,1.26892,107381
2014.10.10,1.26889,1.2715,1.26045,1.26228,65668
2014.10.13,1.26301,1.27607,1.26196,1.27493,62704
2014.10.14,1.27488,1.27673,1.26392,1.26565,75970
2014.10.15,1.26563,1.28856,1.26239,1.28367,100365
2014.10.16,1.28351,1.28439,1.27047,1.28074,98882
2014.10.17,1.28076,1.2836,1.27431,1.27578,62235
2014.10.20,1.27484,1.28158,1.27305,1.27989,54233
2014.10.21,1.27985,1.28393,1.27136,1.27144,76934
2014.10.22,1.27146,1.27387,1.26363,1.26476,103363
2014.10.23,1.26471,1.26759,1.26127,1.26448,103024
2014.10.24,1.26448,1.26948,1.2634,1.26673,97304
2014.10.27,1.26735,1.27228,1.26649,1.26962,91992
2014.10.28,1.2696,1.2764,1.26838,1.27323,100197
2014.10.29,1.27323,1.27699,1.26255,1.26358,106763
2014.10.30,1.26355,1.26385,1.25463,1.26122,92936
2014.10.31,1.26122,1.26154,1.24855,1.25226,73073
2014.11.03,1.25035,1.25132,1.24392,1.248,88545
2014.11.04,1.248,1.25766,1.248,1.25452,90645
2014.11.05,1.25453,1.25662,1.24566,1.24845,103859
2014.11.06,1.24844,1.25326,1.23636,1.23734,109173
2014.11.07,1.23724,1.24689,1.2357,1.2452,101661
2014.11.10,1.24685,1.25085,1.24179,1.24195,66422
2014.11.11,1.24194,1.24986,1.23935,1.24737,78044
2014.11.12,1.2474,1.2497,1.24185,1.24369,95976
2014.11.13,1.2437,1.2491,1.24257,1.24756,75958
2014.11.14,1.24756,1.25454,1.23978,1.25227,91553
